,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Côte d'Ivoire,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Korea,North Macedonia,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Republic of South Sudan,Romania,Russian Federation,Rwanda,Réunion,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1970,1.6704,3.7395,15.059,,3.5779,,0.46166,82.648,5.1808,0.92876,147.861,50.6317,31.1053,2.5688,2.5904,3.8032,0.42869,65.7981,125.4905,0.12091,0.28213,0.22717,0.003664,2.4837,0.18735,10.9058,,93.4882,0.01832,8.2037,61.174,0.1429,0.062288,1.1723,0.63742,341.1772,0.036581,,0.20885,0.12458,24.6358,807.9526,28.3701,0.029312,0.57158,0.010992,1.2487,11.7962,18.6541,13.9781,1.7027,154.4197,2.2424,2.7097,62.0393,0.13923,0.025648,3.1051,4.2782,21.654,1.4283,0.03664,,23.8706,1.6517,0.25648,,0.52005,40.355,460.4246,,0.19419,2.0812,0.047632,9.6396,1026.0223,2.6216,,24.1262,0.38106,0.043968,,2.2964,0.79142,0.069616,1.5792,0.38448,1.388,8.3925,69.9346,1.3883,181.7226,35.7914,91.7875,23.8838,19.3937,16.5594,296.3645,4.9886,767.9631,1.5557,157.0812,3.0782,0.021984,,25.0215,13.5781,0.57158,15.6446,3.9407,,1.4506,32.3051,0.111,24.3288,13.7354,0.20518,0.97066,0.45407,14.5859,0,0.20152,0.66318,,,0.42869,0.4983,113.9507,,24.5934,2.8465,1.0761,0.014656,7.282,2.9809,4.6123,,0.065952,0.22717,141.8033,2.3926,14.18,1.4028,0.21606,21.52,0.003664,73.4763,6.0675,27.9787,,0.2345,20.5044,,2.2011,0.6925,0.74344,17.7658,24.7514,304.1434,15.2365,7.5615,0.40398,119.9815,1440.5322,0.058624,,0,,0.065952,0.03664,0.029312,0.029312,0.014656,45.2513,1.3071,31.7214,0.029312,0.85738,17.8327,49.3452,9.0014,0.040304,0.21618,149.6182,53.7164,116.7665,3.5931,4.4467,1.6085,0.3664,92.287,40.2443,6.6499,28.734,7.7027,1.7654,15.3525,,0.2748,0.025648,8.9904,3.7387,42.5792,19.632,0,,1.4428,456.82,15.2349,652.5774,4339.686,5.7358,60.5621,0.040304,74.4894,28.173,,,2.5098,3.7659,8.1541
1971,1.8936,4.348,18.6495,,3.4054,,0.42502,88.8471,5.5079,0.80832,151.1161,52.0691,33.0298,6.7237,3.0375,3.6058,0.48365,69.8324,121.3705,0.1429,0.29312,0.23083,0.003664,3.0589,0.16306,11.7534,,102.3371,0.021984,7.5112,64.2216,0.15022,0.07328,0.24909,0.80918,352.2874,0.03661,,0.1832,0.15022,27.0558,909.2097,30.2814,0.029312,0.68517,0.010992,1.527,12.7061,19.5887,12.1654,1.8835,161.9774,2.4549,2.9587,57.0007,0.16122,0.025648,3.5187,4.2194,23.0124,1.5088,0.065952,,25.3345,1.8495,0.26014,,0.54927,40.5368,493.3949,,0.22717,2.8433,0.05496,10.241,1037.2368,2.2784,,27.7495,0.46899,0.047632,,2.4393,0.81341,0.07328,1.4986,0.40274,1.3288,9.1506,69.2036,1.4722,191.9637,38.9553,101.6278,28.8319,22.4762,16.2189,311.0492,5.7472,796.5443,1.6544,166.561,3.6793,0.029312,,27.1173,14.4082,0.42136,16.6098,5.3006,,1.5239,21.6283,0.1162,25.8692,13.194,0.22717,1.0256,0.50167,16.6626,0.003664,0.22717,0.65952,,,0.39938,0.39571,126.1868,,26.1057,3.0324,1.1598,0.014656,8.1863,3.611,5.0995,,0.087936,0.19786,140.6661,2.4182,15.049,1.5054,0.23037,32.2515,0.003664,107.453,6.5285,27.166,,2.0921,19.4407,,2.6003,0.8244,0.63347,18.5907,27.5517,312.8808,16.3757,9.1443,0.41466,125.66,1528.699,0.062288,,0,,0.069616,0.047632,0.029312,0.03664,0.010992,59.7567,1.351,34.1816,0.032976,0.80242,16.2754,51.764,9.6947,0.047632,0.18686,168.4035,58.5337,128.4586,3.1935,4.5641,1.7145,0.39938,84.5089,41.888,8.8742,31.4749,8.1787,2.4615,19.2022,,0.3151,0.01832,8.0964,4.2081,47.6382,20.8626,0,,1.4377,484.7373,21.1669,660.3882,4365.4653,5.8019,64.4233,0.058624,62.5002,24.5036,,,1.9712,3.7867,8.7327
1972,1.5303,5.638,28.3226,,4.5005,,0.37373,90.0666,5.802,0.78378,153.5982,56.0712,34.768,6.4813,3.6787,3.5059,0.50197,73.4926,130.6377,0.15755,0.38838,0.25282,0.003664,3.5681,0.15811,11.0158,0.021984,114.0188,0.021984,9.4531,66.0789,0.16122,0.07328,0.11735,0.86036,380.7917,0.051266,,0.16854,0.12091,28.139,968.6456,31.4252,0.029312,0.66318,0.010992,1.7613,11.892,20.7774,11.7961,2.4059,163.451,2.7114,3.0172,59.5754,0.19053,0.025648,4.6689,4.589,25.475,1.6772,0.087936,,26.6622,1.4062,0.2345,,0.57856,44.1061,513.9636,,0.21618,2.737,0.065952,10.7823,1041.481,2.3999,,31.4773,0.55326,0.047632,,2.7066,0.83173,0.065952,1.5609,0.39172,1.5331,9.2756,69.3416,1.4828,203.036,43.3063,106.0152,29.5205,22.0364,16.8909,328.2375,6.2823,852.1702,1.9136,175.1332,3.8662,0.025648,,27.6119,15.1582,0.48731,17.4859,5.6534,,1.5055,15.22,0.10752,27.2707,13.4932,0.23083,1.2858,0.54557,17.9006,0.003664,0.24549,0.83906,,,0.44701,0.68883,132.2713,,27.4764,3.2759,1.087,0.014656,8.0276,3.2957,4.8943,,0.076944,0.26747,157.4954,1.7038,16.1896,1.6044,0.25201,41.3876,0.003664,89.5049,6.0707,29.3951,,2.0885,18.903,,2.7982,1.2677,0.71376,18.148,26.4094,329.5064,18.3073,10.7754,0.44762,132.2079,1608.3855,0.065952,,0,,0.076944,0.069616,0.03664,0.03664,0.010992,70.2817,1.4532,32.0381,0.043968,0.67784,21.7202,52.246,9.0719,0.05496,0.2345,171.5536,60.2471,144.7163,3.5379,4.927,1.7438,0.38106,84.7032,42.9159,7.7563,35.8715,8.6102,2.1645,21.7595,,0.40495,0.021984,8.2355,4.7325,53.7218,21.9684,0,,1.3784,510.0011,23.4349,648.0263,4573.0154,6.0694,67.7923,0.062288,62.5141,23.0348,,,1.4949,4.0614,8.2158
1973,1.6355,5.2864,38.2774,,4.8737,,0.32976,93.9759,6.0556,0.86946,170.1438,60.0155,36.2551,7.8627,5.518,4.5497,0.47998,76.62,138.6392,0.14656,0.38106,0.42502,0.003664,3.4545,0.17539,13.1584,0.051296,132.0608,0.025648,9.9734,68.7173,0.16854,0.07328,0.12864,0.89691,381.2732,0.062229,,0.16122,0.16122,27.5885,1008.2926,33.6308,0.029312,1.2201,0.010992,2.0434,14.2246,22.3753,13.0856,2.5035,164.1082,2.8762,3.1892,59.1939,0.17954,0.025648,5.959,5.2559,23.7611,1.9666,0.029312,,27.7951,1.7509,0.25282,,0.62985,49.3202,538.6547,,0.20885,5.3091,0.062288,11.2467,1085.7384,2.4393,,37.1312,0.55693,0.05496,,2.9336,0.80242,0.10992,1.8027,0.42091,1.5061,9.2865,72.9597,1.75,209.095,49.0981,129.4753,30.6127,22.8464,19.2612,353.3491,8.2904,914.2652,2.1996,182.4068,3.914,0.03664,,24.2227,15.7984,0.51662,18.2361,7.0667,,1.4799,14.5751,0.13456,28.4805,14.1754,0.2235,1.0733,0.57112,17.5051,0.003664,0.26729,0.80608,,,0.46899,0.67784,144.0584,,28.6535,3.4721,1.2985,0.014656,9.6126,3.5589,4.1066,,0.084272,0.42136,165.2598,2.5976,18.2003,1.8276,0.3269,49.5323,0.003664,97.3253,7.2855,30.4918,,2.1105,20.0085,,3.2372,1.3447,0.86744,19.7228,31.5013,335.59,19.9451,12.4572,0.45158,144.6908,1676.3117,0.069616,,0,,0.080608,0.040304,0.040304,0.03664,0.014656,95.0536,1.5487,38.2578,0.047632,0.53861,20.6906,52.4574,10.8383,0.065952,0.26381,173.3522,72.9746,154.9573,3.6843,4.9705,2.1066,0.37006,87.2895,46.2027,7.8852,40.2449,8.9797,3.1827,24.3446,,0.41164,0.025648,9.3898,4.8248,59.31,22.9185,0,,1.1764,531.4976,30.6054,659.5771,4785.103,5.7687,70.695,0.05496,66.4329,25.0679,,,2.7296,4.5857,9.2709
1974,1.9132,4.3415,31.8767,,4.8664,,0.42869,95.4804,6.2954,0.78808,166.1827,57.2942,37.6561,7.3798,5.4007,4.6531,0.49098,79.5636,134.9501,0.15389,0.4067,0.44334,0.003664,3.5129,0.15897,13.2152,0.087936,143.0157,0.025648,8.178,71.1365,0.20518,0.0916,0.073688,0.97376,389.6169,0.065952,,0.11358,0.15022,25.878,1028.0999,36.3944,0.029312,1.6232,0.010992,1.9041,14.2799,22.8881,11.8608,1.9288,165.9996,3.2426,3.3647,55.0095,0.19419,0.029312,6.4096,6.0836,26.0891,1.97,0.051296,,28.8607,1.7363,0.30045,,0.67019,46.6084,520.6593,,0.21618,5.4484,0.062288,11.6849,1062.7269,2.8811,,36.0618,0.55693,0.03664,,3.0655,0.83906,0.10259,1.5535,0.47209,1.5533,10.6673,73.9806,1.7385,215.8532,51.2265,143.7754,30.9095,23.2933,19.369,358.2529,7.5943,914.3062,2.2253,189.2158,4.9436,0.032976,,19.312,16.3998,0.29312,18.9435,7.0879,,1.7217,9.3376,0.10918,29.6272,14.424,0.26747,1.1869,0.54909,19.0447,0.003664,0.30393,0.74379,,,0.48365,0.6925,154.7273,,29.7644,3.7408,1.3042,0.014656,11.0985,3.1455,4.6709,,0.098928,0.42488,159.9851,2.7807,18.76,1.9483,0.28834,62.2355,0.003664,101.6115,7.3056,27.6902,,2.334,21.3874,,3.0175,1.5865,0.95104,21.3252,30.4923,346.2366,20.6449,10.4785,0.47294,150.6078,1740.1442,0.07328,,0,,0.07328,0.043968,0.032976,0.043968,0.01832,98.7019,1.849,38.4147,0.05496,0.52029,21.4271,53.0578,10.8769,0.065952,0.32976,176.5443,75.5505,172.6657,2.9293,5.2053,1.601,0.31144,79.8228,41.4271,9.6544,39.3097,9.328,2.3035,24.1038,,0.39047,0.021984,10.042,5.3932,60.9286,23.8157,0,,1.1897,551.676,31.3016,617.1836,4621.0998,5.677,73.4305,0.062288,75.0576,19.058,,,2.2458,4.1972,9.047
1975,2.1214,4.5912,32.0012,,4.4088,,0.70715,94.8455,6.6249,0.57071,173.1015,54.2137,39.5976,8.2461,5.7488,4.8567,0.56792,83.6375,121.823,0.17587,0.44334,0.458,0.003664,4.055,0.11513,13.7885,0.18686,150.3266,0.025648,7.0752,72.9222,0.21984,0.076944,0.073842,1.1605,396.7868,0.076944,,0.10259,0.1832,22.9467,1183.215,35.809,0.032976,1.0992,0.014656,2.0358,14.8929,27.0395,8.5894,1.9908,173.6683,3.9864,3.2328,55.7087,0.19786,0.029312,6.3327,7.3549,31.0599,2.1055,0.062288,,30.3451,1.2085,0.34808,,0.62258,46.0257,482.165,,0.21251,5.3641,0.098928,12.2906,1002.447,2.659,,38.6698,0.50563,0.047632,,3.5195,0.84272,0.11358,1.8247,0.48302,1.6608,11.008,75.2479,1.6135,234.2091,53.9325,139.214,33.1203,22.0477,19.5405,341.0525,8.1807,868.5108,2.4892,198.7582,4.9692,0.032976,,16.8129,17.2367,0.25282,19.9227,6.2651,,1.4836,11.5684,0.13746,31.1929,11.8639,0.29678,1.6925,0.57827,19.4452,0.007328,0.34054,0.66685,,,0.5093,0.5899,164.139,,31.3017,4.0546,1.3609,0.010992,11.0654,2.8824,4.5829,,0.10259,0.35171,152.5254,2.5279,18.2703,1.9266,0.33251,47.3517,0.003664,107.6238,7.6162,30.6021,,7.2511,23.1878,,3.6592,1.5316,0.83649,21.9272,32.4824,374.7801,21.2752,10.9474,0.35272,161.8616,1829.1441,0.17587,,0,,0.076944,0.032976,0.032976,0.058624,0.01832,83.2609,2.578,40.0716,0.058624,0.52395,23.8636,55.5249,11.341,0.058624,0.50197,185.0012,81.6658,181.0536,2.893,3.8822,2.0187,0.33709,80.7601,39.0514,11.1712,43.4541,9.8093,2.2816,24.2361,,0.31144,0.032976,9.6133,5.544,65.4193,25.0525,0,,1.1286,579.8664,31.0451,603.247,4478.2749,5.9624,77.221,0.05496,63.7504,21.7714,,,2.1689,4.0762,8.3109
1976,1.9809,4.9472,39.1311,,3.28,,0.40304,99.6992,6.8818,1.2191,169.8031,58.2038,41.1259,6.4574,6.5696,5.5558,0.53128,86.818,129.6776,0.17587,0.26014,0.46899,0.003664,4.5748,0.24593,14.2305,0.59357,154.607,0.025648,6.02,72.9648,0.20885,0.087936,0.073996,1.089,398.9623,0.07328,,0.12824,0.1832,24.0289,1226.4213,37.9797,0.040304,1.2348,0.014656,2.0819,15.3671,27.1971,18.3482,2.4877,180.4108,3.9608,3.4049,60.057,0.19786,0.029312,6.3224,8.1006,34.4504,2.2067,0.062288,,31.5121,1.1747,0.32976,,0.483,51.1985,523.4474,,0.26381,5.7038,0.098928,12.7621,1090.8405,2.3332,,42.6555,0.21984,0.047632,,3.3049,0.88669,0.095264,1.7514,0.67218,1.7706,12.4904,79.8416,1.7013,244.7494,61.7882,156.4591,48.7355,22.2934,19.4967,365.7955,7.2759,907.1445,2.9446,206.2209,4.6027,0.032976,,18.4562,17.8849,0.2235,20.6903,5.924,,1.4756,17.8879,0.13367,32.4131,11.8618,0.25282,0.99223,0.58199,23.8976,0.010992,0.34026,0.76211,,,0.51662,0.61922,183.7396,,32.5037,4.39,1.4046,0.010992,11.4897,2.5554,4.8928,,0.10259,0.28184,169.1308,2.3884,19.2485,2.2222,0.33071,55.1896,0.003664,110.0309,7.85,33.3322,,8.3209,22.7885,,3.6067,1.5719,1.03,22.4004,35.0662,398.1187,22.3258,10.3749,0.31245,174.2746,1899.5913,0.26747,,0,,0.084272,0.047632,0.032976,0.043968,0.029312,101.4596,1.7697,41.3459,0.080608,0.45067,29.3376,57.6978,11.6954,0.062288,0.47998,192.905,93.1046,197.7459,2.7988,3.4383,1.9965,0.33342,88.2409,40.4374,13.7371,56.1,10.1849,2.786,28.5547,,0.32243,0.029312,15.9108,5.8448,73.3594,26.0139,0,,0.98538,602.1724,39.617,598.526,4747.8174,5.8871,80.2004,0.043968,57.2734,13.8987,,,2.5643,4.0194,10.8549
1977,2.3842,5.7173,41.8449,,3.5275,,0.46533,100.7059,7.1187,0.63676,181.9147,55.9937,42.5297,9.7087,7.4636,5.7848,0.5899,89.745,126.1993,0.19786,0.29678,0.45434,0.007328,4.4749,0.12845,13.8376,0.78043,162.3634,0.029312,6.39,75.7959,0.24915,0.098928,0.07415,1.559,407.7904,0.080608,,0.12824,0.19786,23.0169,1340.8311,39.241,0.040304,0.47998,0.029312,2.6074,14.9363,29.3742,9.5834,2.6994,185.7924,4.0524,3.477,61.7654,0.19786,0.025648,5.5989,7.4722,37.8151,2.2817,0.062288,,32.5831,1.0468,0.4067,,0.76463,50.137,506.9483,,0.2748,6.3065,0.11358,13.1951,1052.6086,2.8926,,46.6572,0.72181,0.047632,,3.8045,0.90134,0.10259,1.898,0.70414,1.9934,14.2039,83.0055,1.9027,258.9617,82.4164,163.7319,43.6295,23.5687,19.7659,354.4176,7.4409,933.2377,3.1539,213.0415,5.0494,0.021984,,17.2014,18.4797,0.23083,21.3972,5.3855,,1.4714,20.1982,0.15228,33.5444,10.9539,0.30778,0.8456,0.63686,22.6208,0.014656,0.41347,0.80242,,,0.55693,0.6412,192.3942,,33.6122,4.9607,1.366,0.025648,12.6245,2.7064,5.1657,,0.11358,0.3364,163.6057,2.139,20.3134,2.8331,0.36326,50.5046,0.003664,113.6652,7.6106,33.3095,,8.5005,24.3199,,3.4554,1.5792,1.153,23.296,36.6761,417.955,22.605,9.916,0.31672,177.8325,1964.2036,0.26747,,0,,0.069616,0.03664,0.032976,0.07328,0.029312,118.0705,2.2373,40.1926,0.084272,0.51296,27.6119,59.4375,11.3596,0.080608,0.79875,199.7346,105.4597,194.8291,2.911,3.4844,1.8975,0.34075,85.7404,41.0381,14.6324,61.13,10.5307,2.0076,31.8692,,0.46166,0.029312,16.1593,6.7542,81.1207,26.8972,0,,0.80197,622.6058,38.7513,604.3617,4889.6653,5.6396,82.9177,0.051296,63.6501,15.2468,,,2.978,3.7349,9.2844
1978,2.1533,6.4912,62.4553,,5.3998,,0.49098,102.5556,7.3681,0.54229,191.0516,57.2265,44.0021,6.597,7.7604,5.9844,0.63021,92.8277,135.4503,0.21618,0.36274,0.42502,0.010992,5.0201,0.10939,15.4621,0.83173,177.1172,0.029312,9.5337,81.2071,0.34808,0.10259,0.051442,1.9932,415.5287,0.20854,,0.14656,0.19419,22.842,1492.7778,41.5342,0.029312,0.32243,0.029312,2.912,16.6981,30.6612,8.1616,2.845,187.4644,4.8145,3.526,61.0283,0.20152,0.025648,5.4303,10.4064,39.261,2.3814,0.069616,,33.6973,1.3685,0.39938,,0.70908,51.825,528.7554,,0.31144,7.5549,0.13923,13.6499,1079.1326,2.8668,,47.6781,0.39205,0.051296,,4.1171,0.90134,0.10259,2.0555,0.75064,2.0394,15.7141,87.9642,1.9208,263.1496,93.9381,162.1039,42.1931,23.5796,21.0317,371.2738,9.1119,901.5901,3.6273,220.1553,5.3172,0.021984,,20.9716,19.1017,0.23083,22.1366,5.4959,,1.5032,21.1554,0.15189,34.7391,11.8808,0.41403,1.0172,0.66973,23.2604,0.021984,0.39495,0.93432,,,0.58258,0.63021,222.1162,,34.7635,5.7638,1.5264,0.025648,12.9917,2.8658,5.1461,,0.11358,0.32898,169.7931,1.5413,18.024,2.6275,0.41341,48.2229,0.003664,108.2129,8.5205,32.6246,,7.7897,26.0506,,2.8346,1.6744,1.4537,22.4127,37.3802,430.8701,22.5848,10.519,0.28621,193.2439,2031.6598,0.28946,,0,,0.098928,0.032976,0.03664,0.098928,0.032976,115.0246,2.6196,44.8964,0.076944,0.71082,32.463,59.9733,12.6922,0.062288,0.55693,201.8759,113.1193,199.5139,3.4355,3.1468,2.3919,0.43968,79.4765,42.1703,15.1814,71.0276,10.8946,2.1973,34.7412,,0.35541,0.03664,15.3119,7.4886,76.7139,27.8275,0,,0.69517,643.9185,44.7536,604.7135,4941.4227,5.7293,85.7766,0.058624,68.5914,15.3877,,,3.1021,3.4709,9.2797
1979,2.2328,7.584,45.5456,,5.4892,,0.4067,110.6161,7.4289,0.56887,192.3219,61.3213,44.3704,6.9157,8.1268,6.6126,0.6009,93.5622,139.7865,0.20885,0.3664,0.46166,0.021984,4.7301,0.11475,16.817,0.94165,187.7872,0.029312,7.4343,78.9279,0.4067,0.10992,0.029312,1.8153,441.6768,0.24915,,0.10259,0.20152,24.7297,1525.6611,44.2669,0.021984,0.34808,0.025648,2.781,18.167,31.6845,8.5617,3.0454,182.5574,5.4191,3.7401,62.9078,0.36274,0.032976,6.7856,12.1405,42.8895,2.3767,0.062288,,33.9738,1.8441,0.47998,,0.83646,54.237,532.113,,0.28213,6.7468,0.14656,13.7609,1117.8884,2.5948,,50.8187,0.57158,0.047632,,4.678,0.94531,0.10992,1.5206,0.7499,1.9228,15.8376,85.9877,1.983,276.2847,95.137,162.9825,52.8231,27.4027,20.8644,385.2555,8.5295,953.0713,3.7769,221.8216,5.0323,0.025648,,17.6277,19.2421,0.2235,22.3188,5.7852,,1.9419,25.9264,0.13067,35.0357,12.1622,0.41403,1.1302,0.63672,27.3059,0.029312,0.42791,0.90501,,,0.60456,0.65952,240.2588,,35.0392,6.2773,1.6603,0.025648,15.8502,2.6346,5.086,,0.11358,0.51236,187.007,1.6399,16.4944,1.7093,0.47599,70.1856,0.003664,110.263,9.2835,34.6252,,7.7164,28.1345,,3.1808,1.7954,1.3254,22.2173,38.031,441.3086,24.8556,14.3424,0.29719,195.3236,2048.51,0.29678,,0,,0.15022,0.03664,0.029312,0.084272,0.032976,138.0047,2.8881,48.8159,0.12091,0.67784,35.4198,58.41,13.8035,0.10992,0.48731,218.6672,132.8742,202.7465,3.809,3.2669,2.2928,0.44701,84.8686,39.865,22.4846,75.7658,10.9823,2.0628,36.3626,,1.3813,0.040304,16.7071,8.7703,75.0378,28.0533,0,,0.67087,649.2624,36.5465,644.5128,5008.6418,6.2624,86.4646,0.062288,76.4474,16.2497,,,3.2185,3.5965,9.4317
1980,1.7563,5.1708,66.4165,,5.3344,,0.1429,108.6561,7.7198,0.58543,204.3702,52.0249,46.1098,7.9721,7.8813,7.5972,0.67418,97.2026,134.8358,0.19053,0.47983,0.43602,0.021984,4.659,0.1181,16.535,0.98562,186.1907,0.029312,6.8773,77.2506,0.43235,0.14656,0.28579,3.8859,442.8469,0.12091,,0.10626,0.20885,25.0999,1494.4959,44.1742,0.047632,0.40553,0.029312,2.4485,17.8569,31.374,8.8109,3.2606,184.6774,5.5693,3.485,60.2862,0.34808,0.03664,6.427,13.4072,45.176,2.1194,0.058624,,35.3139,1.8175,0.42136,,0.79242,58.1393,511.0467,,0.29312,6.6247,0.15755,14.2958,1100.066,2.4835,,50.8887,0.56426,0.047632,,4.4926,0.96363,0.14656,1.788,0.74507,2.038,16.6002,86.6088,1.8618,291.7111,94.8729,120.4939,45.3582,26.2715,20.9846,386.433,8.4454,944.8686,4.6958,230.4349,6.1893,0.029312,,24.6162,19.9884,0.18686,23.1963,5.8898,,2.0376,26.7806,0.15783,36.4222,11.0736,0.52762,1.6139,0.71008,28.0326,0.043968,0.39134,1.0223,,,0.63021,0.5899,267.7438,,36.4127,6.8552,1.6326,0.014656,15.8177,3.1985,5.5088,,0.12458,0.5413,176.6318,1.9986,17.4789,2.0223,0.56627,68.0352,0.003664,114.0822,9.1082,31.777,,6.0419,31.9316,,3.1076,1.8283,1.4855,24.0647,36.8686,463.3291,26.7735,13.0817,0.31184,195.8066,2129.1103,0.49464,,0,,0.11358,0.03664,0.03664,0.076944,0.040304,169.2404,3.3364,47.9812,0.095264,0.60822,30.4332,59.1006,13.559,0.10259,0.81341,228.1978,134.5244,213.9119,3.3886,3.427,2.3694,0.46533,71.7137,40.4906,20.7267,83.5146,11.4114,1.8736,39.7175,,0.79443,0.040304,16.9194,9.4956,75.2123,29.1418,0,,0.62602,674.8597,36.8234,579.0354,4808.5564,5.8185,89.7859,0.062288,90.6406,16.789,,,3.3135,3.5233,9.614
1981,1.9785,7.3396,46.342,,5.2668,,0.10626,101.9685,7.5855,0.55762,213.8099,55.8329,45.2616,2.7984,8.5188,7.8861,0.68517,95.3725,123.5736,0.1832,0.38729,0.38838,0.055349,4.781,0.11249,17.9958,1.0076,171.3244,0.043968,2.0592,80.0868,0.55693,0.15755,0.30045,5.3191,429.6297,0.032976,,0.13557,0.20885,24.3471,1476.4879,44.2603,0.047632,0.47072,0.065952,2.2362,19.4062,32.7235,8.3924,3.0957,182.6485,3.8655,3.7554,51.7159,0.30045,0.03664,6.1352,16.6528,50.9027,1.8187,0.069616,,34.6391,1.86,0.43968,,1.0772,51.4033,459.3023,,0.32976,6.564,0.15755,14.0346,1048.5234,2.9351,,50.1254,0.52762,0.058624,,3.9495,0.98928,0.1429,1.799,0.75893,1.8078,18.6167,86.352,1.748,314.9662,100.2971,112.9958,31.9015,26.0615,21.0176,375.3001,7.4085,926.8355,5.8252,225.7458,6.5192,0.029312,,25.1396,19.5963,0.15022,22.7698,5.8442,,1.9349,28.668,0.14822,35.8048,9.486,0.53494,1.0245,0.60385,30.8777,0.047632,0.39488,1.1432,,,0.63371,0.54227,283.7074,,35.7494,6.6147,1.7768,0.01832,15.7181,2.479,5.623,,0.12458,0.45319,164.1098,1.3903,16.561,2.1349,0.68034,65.8105,0.003664,114.3949,9.9044,31.8047,,6.0126,34.2328,,3.3227,1.9309,1.3832,24.0268,34.5282,408.997,27.0005,12.8407,0.30299,197.3225,2088.5706,0.6009,,0.007328,0.05496,0.095264,0.040304,0.03664,0.076944,0.043968,175.3045,3.2799,52.2177,0.098928,0.6925,25.7066,58.4546,14.7417,0.13557,0.2748,257.0752,139.5897,206.0962,4.0056,3.3299,2.0283,0.43602,69.3885,38.8124,26.5346,75.0519,11.2008,2.1068,37.5233,,0.70648,0.047632,17.2424,9.8395,79.186,28.6149,0,,0.52705,661.7743,36.7669,560.5545,4686.4202,5.356,88.1935,0.051296,91.7916,17.6954,,,4.2254,3.358,9.4054
